00010,0.00020 
00020,0.00080 
00030,0.00183 
00040,0.00321 
00050,0.00523 
00060,0.00711 
00070,0.00962 
00080,0.01273 
00090,0.01471 
00100,0.01794 
00150,0.02819 
00200,0.03641 
00300,0.08166 
00400,0.14508 
00500,0.22690 
00600,0.32691 
00700,0.44528 
00800,0.58085 
00900,0.73511 
01000,0.92364 
02000,3.63356 
03000,8.20796 
04000,14.55316 
05000,22.74292 
06000,34.05584 
07000,44.50761 
08000,58.12188 
09000,74.28505 
10000,91.52393 
